"COU","Country","SMALL_SUBNATIONAL_REGION","Small subnational region","LARGE_SUBNATIONAL_REGION","Large subnational region","MEAS","Measure","VARIABLE","Land cover class","YEA","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"TWN","Chinese Taipei","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","WETL","Wetland","2015","2015",,,"0","Units",,,0.399480996,,
"TWN","Chinese Taipei","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","WETL","Wetland","2018","2018",,,"0","Units",,,0.380391848,,
"TWN","Chinese Taipei","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","WETL","Wetland","2019","2019",,,"0","Units",,,0.379000736,,
"TJK","Tajikistan","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","SHRUBL","Shrubland","1992","1992",,,"0","Units",,,3.3825516047,,
"TJK","Tajikistan","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","SHRUBL","Shrubland","2004","2004",,,"0","Units",,,3.3822799008,,
"TJK","Tajikistan","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","SHRUBL","Shrubland","2015","2015",,,"0","Units",,,3.3809213808,,
"TJK","Tajikistan","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","SHRUBL","Shrubland","2018","2018",,,"0","Units",,,3.3806496768,,
"TJK","Tajikistan","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","SHRUBL","Shrubland","2019","2019",,,"0","Units",,,3.3805409952,,
"TJK","Tajikistan","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","URBAN","Artificial surfaces","1992","1992",,,"0","Units",,,0.0796092679,,
"TJK","Tajikistan","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","URBAN","Artificial surfaces","2004","2004",,,"0","Units",,,0.176607591,,
"TJK","Tajikistan","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","URBAN","Artificial surfaces","2015","2015",,,"0","Units",,,0.3948402326,,
"TJK","Tajikistan","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","URBAN","Artificial surfaces","2018","2018",,,"0","Units",,,0.4330418131,,
"TJK","Tajikistan","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","URBAN","Artificial surfaces","2019","2019",,,"0","Units",,,0.4454315148,,
"TZA","Tanzania","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","CROPL","Cropland","1992","1992",,,"0","Units",,,28.595345576,,
"TZA","Tanzania","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","CROPL","Cropland","2004","2004",,,"0","Units",,,28.8566196179,,
"TZA","Tanzania","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","CROPL","Cropland","2015","2015",,,"0","Units",,,28.2740075967,,
"TZA","Tanzania","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","CROPL","Cropland","2018","2018",,,"0","Units",,,28.0174079183,,
"TZA","Tanzania","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","CROPL","Cropland","2019","2019",,,"0","Units",,,27.9176772662,,
"THA","Thailand","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","WATER","Inland water","1992","1992",,,"0","Units",,,1.6480565152,,
"THA","Thailand","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","WATER","Inland water","2004","2004",,,"0","Units",,,1.6854015501,,
"THA","Thailand","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","WATER","Inland water","2015","2015",,,"0","Units",,,1.676188284,,
"THA","Thailand","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","WATER","Inland water","2018","2018",,,"0","Units",,,1.6790208415,,
"THA","Thailand","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","WATER","Inland water","2019","2019",,,"0","Units",,,1.6802582219,,
"TGO","Togo","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","GRSL","Grassland","1992","1992",,,"0","Units",,,0.010124204,,
"TGO","Togo","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","GRSL","Grassland","2004","2004",,,"0","Units",,,0.006646424,,
"TGO","Togo","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","GRSL","Grassland","2015","2015",,,"0","Units",,,0.009119512,,
"TGO","Togo","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","GRSL","Grassland","2018","2018",,,"0","Units",,,0.0115926,,
"TGO","Togo","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","GRSL","Grassland","2019","2019",,,"0","Units",,,0.011669884,,
"TGO","Togo","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","WETL","Wetland","1992","1992",,,"0","Units",,,0.017311616,,
"TGO","Togo","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","WETL","Wetland","2004","2004",,,"0","Units",,,0.006337288,,
"TGO","Togo","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","WETL","Wetland","2015","2015",,,"0","Units",,,0.012983712,,
"TGO","Togo","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","WETL","Wetland","2018","2018",,,"0","Units",,,0.012983712,,
"TGO","Togo","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","WETL","Wetland","2019","2019",,,"0","Units",,,0.012983712,,
"TKL","Tokelau","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","BARE","Bare area","1992","1992",,,"0","Units",,,0,,
"TKL","Tokelau","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","BARE","Bare area","2004","2004",,,"0","Units",,,0,,
"TKL","Tokelau","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","BARE","Bare area","2015","2015",,,"0","Units",,,0,,
"TKL","Tokelau","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","BARE","Bare area","2018","2018",,,"0","Units",,,0,,
"TKL","Tokelau","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","BARE","Bare area","2019","2019",,,"0","Units",,,0,,
"TKL","Tokelau","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","SHRUBL","Shrubland","1992","1992",,,"0","Units",,,0,,
"TKL","Tokelau","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","SHRUBL","Shrubland","2004","2004",,,"0","Units",,,0,,
"TKL","Tokelau","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","SHRUBL","Shrubland","2015","2015",,,"0","Units",,,0,,
"TKL","Tokelau","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","SHRUBL","Shrubland","2018","2018",,,"0","Units",,,0,,
"TKL","Tokelau","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","SHRUBL","Shrubland","2019","2019",,,"0","Units",,,0,,
"TKL","Tokelau","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","CROPL","Cropland","1992","1992",,,"0","Units",,,0,,
"TKL","Tokelau","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","CROPL","Cropland","2004","2004",,,"0","Units",,,0,,
"TKL","Tokelau","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","CROPL","Cropland","2015","2015",,,"0","Units",,,0,,
"TKL","Tokelau","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","CROPL","Cropland","2018","2018",,,"0","Units",,,0,,
"TKL","Tokelau","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","CROPL","Cropland","2019","2019",,,"0","Units",,,0,,
"TON","Tonga","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","GRSL","Grassland","1992","1992",,,"0","Units",,,0,,
"TON","Tonga","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","GRSL","Grassland","2004","2004",,,"0","Units",,,0,,
"TON","Tonga","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","GRSL","Grassland","2015","2015",,,"0","Units",,,0,,
"TON","Tonga","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","GRSL","Grassland","2018","2018",,,"0","Units",,,0,,
"TON","Tonga","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","GRSL","Grassland","2019","2019",,,"0","Units",,,0,,
"TON","Tonga","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","SPARSE_VEGETATION","Sparse vegetation","1992","1992",,,"0","Units",,,0.2661639126,,
"TON","Tonga","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","SPARSE_VEGETATION","Sparse vegetation","2004","2004",,,"0","Units",,,0.2661639126,,
"TON","Tonga","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","SPARSE_VEGETATION","Sparse vegetation","2015","2015",,,"0","Units",,,0.2661639126,,
"TON","Tonga","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","SPARSE_VEGETATION","Sparse vegetation","2018","2018",,,"0","Units",,,0.2661639126,,
"TON","Tonga","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","SPARSE_VEGETATION","Sparse vegetation","2019","2019",,,"0","Units",,,0.2661639126,,
"TTO","Trinidad and Tobago","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","GRSL","Grassland","1992","1992",,,"0","Units",,,0.077361284,,
"TTO","Trinidad and Tobago","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","GRSL","Grassland","2004","2004",,,"0","Units",,,0.076665728,,
"TTO","Trinidad and Tobago","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","GRSL","Grassland","2015","2015",,,"0","Units",,,0.072028688,,
"TTO","Trinidad and Tobago","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","GRSL","Grassland","2018","2018",,,"0","Units",,,0.072183256,,
"TTO","Trinidad and Tobago","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","GRSL","Grassland","2019","2019",,,"0","Units",,,0.07226054,,
"TTO","Trinidad and Tobago","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","SHRUBL","Shrubland","1992","1992",,,"0","Units",,,0.015224948,,
"TTO","Trinidad and Tobago","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","SHRUBL","Shrubland","2004","2004",,,"0","Units",,,0.013679268,,
"TTO","Trinidad and Tobago","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","SHRUBL","Shrubland","2015","2015",,,"0","Units",,,0.013370132,,
"TTO","Trinidad and Tobago","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","SHRUBL","Shrubland","2018","2018",,,"0","Units",,,0.014065688,,
"TTO","Trinidad and Tobago","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","SHRUBL","Shrubland","2019","2019",,,"0","Units",,,0.014065688,,
"TTO","Trinidad and Tobago","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","URBAN","Artificial surfaces","1992","1992",,,"0","Units",,,1.2439519742,,
"TTO","Trinidad and Tobago","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","URBAN","Artificial surfaces","2004","2004",,,"0","Units",,,1.7068872827,,
"TTO","Trinidad and Tobago","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","URBAN","Artificial surfaces","2015","2015",,,"0","Units",,,3.8737231946,,
"TTO","Trinidad and Tobago","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","URBAN","Artificial surfaces","2018","2018",,,"0","Units",,,3.9006033092,,
"TTO","Trinidad and Tobago","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","URBAN","Artificial surfaces","2019","2019",,,"0","Units",,,3.9006033092,,
"TUN","Tunisia","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","CROPL","Cropland","1992","1992",,,"0","Units",,,44.61566678,,
"TUN","Tunisia","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","CROPL","Cropland","2004","2004",,,"0","Units",,,45.681876844,,
"TUN","Tunisia","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","CROPL","Cropland","2015","2015",,,"0","Units",,,46.737267148,,
"TUN","Tunisia","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","CROPL","Cropland","2018","2018",,,"0","Units",,,46.608357436,,
"TUN","Tunisia","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","CROPL","Cropland","2019","2019",,,"0","Units",,,46.598542368,,
"TKM","Turkmenistan","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","SPARSE_VEGETATION","Sparse vegetation","1992","1992",,,"0","Units",,,11.640825216,,
"TKM","Turkmenistan","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","SPARSE_VEGETATION","Sparse vegetation","2004","2004",,,"0","Units",,,12.803562996,,
"TKM","Turkmenistan","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","SPARSE_VEGETATION","Sparse vegetation","2015","2015",,,"0","Units",,,12.838727216,,
"TKM","Turkmenistan","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","SPARSE_VEGETATION","Sparse vegetation","2018","2018",,,"0","Units",,,12.83957734,,
"TKM","Turkmenistan","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","SPARSE_VEGETATION","Sparse vegetation","2019","2019",,,"0","Units",,,13.505610852,,
"TKM","Turkmenistan","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","WETL","Wetland","1992","1992",,,"0","Units",,,0.0023498851,,
"TKM","Turkmenistan","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","WETL","Wetland","2004","2004",,,"0","Units",,,0.0023498851,,
"TKM","Turkmenistan","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","WETL","Wetland","2015","2015",,,"0","Units",,,0.002864357,,
"TKM","Turkmenistan","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","WETL","Wetland","2018","2018",,,"0","Units",,,0.0027253105,,
"TKM","Turkmenistan","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","WETL","Wetland","2019","2019",,,"0","Units",,,0.0027253105,,
"TKM","Turkmenistan","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","SPARSE_VEGETATION","Sparse vegetation","1992","1992",,,"0","Units",,,2.0943733322,,
"TKM","Turkmenistan","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","SPARSE_VEGETATION","Sparse vegetation","2004","2004",,,"0","Units",,,2.3035687246,,
"TKM","Turkmenistan","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","SPARSE_VEGETATION","Sparse vegetation","2015","2015",,,"0","Units",,,2.3098953383,,
"TKM","Turkmenistan","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","SPARSE_VEGETATION","Sparse vegetation","2018","2018",,,"0","Units",,,2.3100482894,,
"TKM","Turkmenistan","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","SPARSE_VEGETATION","Sparse vegetation","2019","2019",,,"0","Units",,,2.4298785248,,
"TKM","Turkmenistan","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","CROPL","Cropland","1992","1992",,,"0","Units",,,7.8866037222,,
"TKM","Turkmenistan","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","CROPL","Cropland","2004","2004",,,"0","Units",,,8.211430147,,
"TKM","Turkmenistan","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","CROPL","Cropland","2015","2015",,,"0","Units",,,8.3536468618,,
"TKM","Turkmenistan","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","CROPL","Cropland","2018","2018",,,"0","Units",,,8.354620187,,
"TKM","Turkmenistan","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","CROPL","Cropland","2019","2019",,,"0","Units",,,8.3470282505,,
"TKM","Turkmenistan","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","WATER","Inland water","1992","1992",,,"0","Units",,,16.3019037824,,
"TKM","Turkmenistan","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","WATER","Inland water","2004","2004",,,"0","Units",,,16.2938808019,,
"TKM","Turkmenistan","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","WATER","Inland water","2015","2015",,,"0","Units",,,16.2830629876,,
"TKM","Turkmenistan","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","WATER","Inland water","2018","2018",,,"0","Units",,,16.2832993666,,
"TKM","Turkmenistan","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","WATER","Inland water","2019","2019",,,"0","Units",,,16.2837026013,,
"TCA","Turks and Caicos Islands","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","BARE","Bare area","1992","1992",,,"0","Units",,,0,,
"TCA","Turks and Caicos Islands","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","BARE","Bare area","2004","2004",,,"0","Units",,,0,,
"TCA","Turks and Caicos Islands","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","BARE","Bare area","2015","2015",,,"0","Units",,,0,,
"TCA","Turks and Caicos Islands","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","BARE","Bare area","2018","2018",,,"0","Units",,,0,,
"TCA","Turks and Caicos Islands","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","BARE","Bare area","2019","2019",,,"0","Units",,,0,,
"TCA","Turks and Caicos Islands","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","GRSL","Grassland","1992","1992",,,"0","Units",,,12.4581574734,,
"TCA","Turks and Caicos Islands","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","GRSL","Grassland","2004","2004",,,"0","Units",,,12.1088633387,,
"TCA","Turks and Caicos Islands","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","GRSL","Grassland","2015","2015",,,"0","Units",,,12.7346819968,,
"TCA","Turks and Caicos Islands","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","GRSL","Grassland","2018","2018",,,"0","Units",,,12.9093290642,,
"TCA","Turks and Caicos Islands","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","GRSL","Grassland","2019","2019",,,"0","Units",,,12.9093290642,,
"TCA","Turks and Caicos Islands","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","SPARSE_VEGETATION","Sparse vegetation","1992","1992",,,"0","Units",,,0.0727696114,,
"TCA","Turks and Caicos Islands","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","SPARSE_VEGETATION","Sparse vegetation","2004","2004",,,"0","Units",,,0.0727696114,,
"TCA","Turks and Caicos Islands","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","SPARSE_VEGETATION","Sparse vegetation","2015","2015",,,"0","Units",,,0.0727696114,,
"TCA","Turks and Caicos Islands","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","SPARSE_VEGETATION","Sparse vegetation","2018","2018",,,"0","Units",,,0.0727696114,,
"TCA","Turks and Caicos Islands","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","SPARSE_VEGETATION","Sparse vegetation","2019","2019",,,"0","Units",,,0.0727696114,,
"TCA","Turks and Caicos Islands","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","URBAN","Artificial surfaces","1992","1992",,,"0","Units",,,0.1164313783,,
"TCA","Turks and Caicos Islands","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","URBAN","Artificial surfaces","2004","2004",,,"0","Units",,,0.2183088342,,
"TCA","Turks and Caicos Islands","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","URBAN","Artificial surfaces","2015","2015",,,"0","Units",,,0.7422500364,,
"TCA","Turks and Caicos Islands","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","URBAN","Artificial surfaces","2018","2018",,,"0","Units",,,0.7422500364,,
"TCA","Turks and Caicos Islands","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","URBAN","Artificial surfaces","2019","2019",,,"0","Units",,,0.8586814146,,
"TUV","Tuvalu","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","SHRUBL","Shrubland","1992","1992",,,"0","Units",,,0,,
"TUV","Tuvalu","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","SHRUBL","Shrubland","2004","2004",,,"0","Units",,,0,,
"TUV","Tuvalu","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","SHRUBL","Shrubland","2015","2015",,,"0","Units",,,0,,
"TUV","Tuvalu","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","SHRUBL","Shrubland","2018","2018",,,"0","Units",,,0,,
"TUV","Tuvalu","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","SHRUBL","Shrubland","2019","2019",,,"0","Units",,,0,,
"TUV","Tuvalu","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","CROPL","Cropland","1992","1992",,,"0","Units",,,0.01313828,,
"TUV","Tuvalu","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","CROPL","Cropland","2004","2004",,,"0","Units",,,0.01313828,,
"TUV","Tuvalu","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","CROPL","Cropland","2015","2015",,,"0","Units",,,0.01313828,,
"TUV","Tuvalu","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","CROPL","Cropland","2018","2018",,,"0","Units",,,0.01313828,,
"TUV","Tuvalu","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","CROPL","Cropland","2019","2019",,,"0","Units",,,0.01313828,,
"UGA","Uganda","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","SHRUBL","Shrubland","1992","1992",,,"0","Units",,,25.952508188,,
"UGA","Uganda","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","SHRUBL","Shrubland","2004","2004",,,"0","Units",,,22.46104892,,
"UGA","Uganda","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","SHRUBL","Shrubland","2015","2015",,,"0","Units",,,22.227187536,,
"UGA","Uganda","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","SHRUBL","Shrubland","2018","2018",,,"0","Units",,,21.553116488,,
"UGA","Uganda","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","SHRUBL","Shrubland","2019","2019",,,"0","Units",,,21.256036792,,
"UGA","Uganda","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","GRSL","Grassland","1992","1992",,,"0","Units",,,3.3239082926,,
"UGA","Uganda","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","GRSL","Grassland","2004","2004",,,"0","Units",,,3.2398617237,,
"UGA","Uganda","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","GRSL","Grassland","2015","2015",,,"0","Units",,,3.2196765606,,
"UGA","Uganda","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","GRSL","Grassland","2018","2018",,,"0","Units",,,3.1209758811,,
"UGA","Uganda","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","GRSL","Grassland","2019","2019",,,"0","Units",,,3.0894107363,,
"UGA","Uganda","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","SPARSE_VEGETATION","Sparse vegetation","1992","1992",,,"0","Units",,,0,,
"UGA","Uganda","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","SPARSE_VEGETATION","Sparse vegetation","2004","2004",,,"0","Units",,,0,,
"UGA","Uganda","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","SPARSE_VEGETATION","Sparse vegetation","2015","2015",,,"0","Units",,,0.0001589383,,
"UGA","Uganda","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","SPARSE_VEGETATION","Sparse vegetation","2018","2018",,,"0","Units",,,0.000190726,,
"UGA","Uganda","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","SPARSE_VEGETATION","Sparse vegetation","2019","2019",,,"0","Units",,,0.000190726,,
"UGA","Uganda","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","CROPL","Cropland","1992","1992",,,"0","Units",,,48.8280685024,,
"UGA","Uganda","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","CROPL","Cropland","2004","2004",,,"0","Units",,,49.1493145786,,
"UGA","Uganda","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","CROPL","Cropland","2015","2015",,,"0","Units",,,48.9706361505,,
"UGA","Uganda","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","CROPL","Cropland","2018","2018",,,"0","Units",,,48.547605992,,
"UGA","Uganda","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","CROPL","Cropland","2019","2019",,,"0","Units",,,48.4873048039,,
"UGA","Uganda","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","URBAN","Artificial surfaces","1992","1992",,,"0","Units",,,0.0818214328,,
"UGA","Uganda","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","URBAN","Artificial surfaces","2004","2004",,,"0","Units",,,0.159605833,,
"UGA","Uganda","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","URBAN","Artificial surfaces","2015","2015",,,"0","Units",,,0.2459093257,,
"UGA","Uganda","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","URBAN","Artificial surfaces","2018","2018",,,"0","Units",,,0.2475304963,,
"UGA","Uganda","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","URBAN","Artificial surfaces","2019","2019",,,"0","Units",,,0.2477530099,,
"UKR","Ukraine","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","SHRUBL","Shrubland","1992","1992",,,"0","Units",,,0.0000515337,,
"UKR","Ukraine","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","SHRUBL","Shrubland","2004","2004",,,"0","Units",,,0.0000515337,,
"UKR","Ukraine","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","SHRUBL","Shrubland","2015","2015",,,"0","Units",,,0.0000515337,,
"UKR","Ukraine","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","SHRUBL","Shrubland","2018","2018",,,"0","Units",,,0.0000515337,,
"UKR","Ukraine","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","SHRUBL","Shrubland","2019","2019",,,"0","Units",,,0.0000515337,,
"URY","Uruguay","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","SHRUBL","Shrubland","1992","1992",,,"0","Units",,,3.892640512,,
"URY","Uruguay","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","SHRUBL","Shrubland","2004","2004",,,"0","Units",,,3.257829736,,
"URY","Uruguay","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","SHRUBL","Shrubland","2015","2015",,,"0","Units",,,2.955803864,,
